Subject	Item	IV1	IV2	Response	Freq	RT
S19	t_04	B	2	0	4.6	390
S19	t_05	B	2	0	3.92	411
S19	t_06	B	2	0	1.16	199
S19	t_07	B	2	0	9.42	411
S19	t_08	B	2	0	2.17	267
S20	t_01	B	2	1	3.39	553
S20	t_02	B	2	0	1.02	788
S20	t_03	B	2	0	8.65	655
S20	t_04	B	2	1	3.03	882
S20	t_05	B	2	1	4.33	894
S20	t_06	B	2	0	9.37	795
S20	t_07	B	2	0	1.14	818
S20	t_08	B	2	0	7.82	510
S21	t_01	B	2	1	3.58	588
S21	t_02	B	2	0	6.6	875
S21	t_03	B	2	1	0.3	530
S21	t_04	B	2	0	5.67	749
S21	t_05	B	2	0	5.33	508
S21	t_06	B	2	0	1.54	549
S21	t_07	B	2	1	0.12	694
S21	t_08	B	2	0	4.5	912
S22	t_01	B	2	1	6.27	966
S22	t_02	B	2	0	6.15	717
S22	t_03	B	2	0	4.41	682
S22	t_04	B	2	1	2.73	859
S22	t_05	B	2	1	3.34	609
S22	t_06	B	2	0	2.39	735
S22	t_07	B	2	1	7.14	569
S22	t_08	B	2	1	0.4	748
S23	t_01	B	2	1	9.26	695
S23	t_02	B	2	1	3.3	687
S23	t_03	B	2	1	6.65	551
S23	t_04	B	2	1	5.65	734
S23	t_05	B	2	1	3.1	821
S23	t_06	B	2	1	5.67	745
S23	t_07	B	2	1	4.55	680
S23	t_08	B	2	1	5.44	574
S24	t_01	B	2	1	6.44	742
S24	t_02	B	2	0	5.82	810
S24	t_03	B	2	0	0.31	796
S24	t_04	B	2	1	8.37	523
S24	t_05	B	2	0	1.14	773
S24	t_06	B	2	1	4.43	666
S24	t_07	B	2	1	9.97	932
S24	t_08	B	2	0	8.01	739
S1	t_01	B	3	0	8.27	1265
S1	t_02	B	3	0	3.25	1167
S1	t_03	B	3	1	6.57	1668
S1	t_04	B	3	0	6.22	1295
S1	t_05	B	3	0	1.37	1669
S1	t_06	B	3	1	2.87	1701
S1	t_07	B	3	0	0.27	1354
S1	t_08	B	3	0	0.16	1712
S2	t_01	B	3	1	5.06	1385
S2	t_02	B	3	0	2.93	1770
S2	t_03	B	3	1	1.72	1188
S2	t_04	B	3	1	1.89	1729
S2	t_05	B	3	1	5.45	1744
S2	t_06	B	3	1	0.11	1668
S2	t_07	B	3	1	7.18	1247
S2	t_08	B	3	1	2.73	1334
S3	t_01	B	3	0	6.81	633
S3	t_02	B	3	1	0.13	813
S3	t_03	B	3	0	7.61	431
S3	t_04	B	3	0	3.51	574
S3	t_05	B	3	1	2.34	1008
S3	t_06	B	3	0	8.78	415
S3	t_07	B	3	1	9.31	844
S3	t_08	B	3	1	4.48	505
S4	t_01	B	3	0	5.05	338
S4	t_02	B	3	1	6.2	820
S4	t_03	B	3	0	6.47	717
S4	t_04	B	3	1	2.58	530
S4	t_05	B	3	0	9.62	365
S4	t_06	B	3	1	4.55	643
S4	t_07	B	3	0	3.84	597
S4	t_08	B	3	0	1.46	634
S5	t_01	B	3	0	6.13	954
S5	t_02	B	3	1	3.25	1067
S5	t_03	B	3	0	5.16	1397
S5	t_04	B	3	1	4.12	1193
S5	t_05	B	3	0	4.62	736
S5	t_06	B	3	0	9.83	865
S5	t_07	B	3	1	9.48	926
S5	t_08	B	3	1	4.66	1158
S6	t_01	B	3	1	7.7	1157
S6	t_02	B	3	1	2.91	1085
S6	t_03	B	3	0	4.45	1287
S6	t_04	B	3	1	5.42	1181
S6	t_05	B	3	1	3.26	1288
S6	t_06	B	3	1	6.02	764
S6	t_07	B	3	0	4.64	1333
S6	t_08	B	3	1	8.65	1359
S7	t_01	B	3	0	5.99	1831
S7	t_02	B	3	1	7.45	1271
S7	t_03	B	3	1	5.66	1447
S7	t_04	B	3	1	3.95	1698
S7	t_05	B	3	1	4.54	1738
S7	t_06	B	3	0	9.15	1356
S7	t_07	B	3	1	1.15	1518
S7	t_08	B	3	1	7.39	1482
S8	t_01	B	3	0	1.21	1352
S8	t_02	B	3	1	7.88	1650
S8	t_03	B	3	1	4.11	1374
S8	t_04	B	3	1	0.25	1692
S8	t_05	B	3	0	8.94	1569
S8	t_06	B	3	1	2.14	1604
S8	t_07	B	3	0	6.74	1240
S8	t_08	B	3	0	5.67	1268
S9	t_01	B	3	1	0.79	1268
S9	t_02	B	3	1	1.47	1686
S9	t_03	B	3	0	8.88	1544
S9	t_04	B	3	0	7.73	1776
S9	t_05	B	3	1	4.55	1631
S9	t_06	B	3	0	2.05	1658
S9	t_07	B	3	1	5.84	1193
S9	t_08	B	3	1	1.29	1833
S10	t_01	B	3	1	8.4	1821
S10	t_02	B	3	1	8.03	1752
S10	t_03	B	3	1	9.97	1166
S10	t_04	B	3	0	8.96	1303
S10	t_05	B	3	0	4.44	1410
S10	t_06	B	3	1	3.88	1178
S10	t_07	B	3	0	9.9	1511
S10	t_08	B	3	1	6.85	1597
S11	t_01	B	3	0	0.06	1155
S11	t_02	B	3	1	0.71	1655
S11	t_03	B	3	1	8.68	1269
S11	t_04	B	3	1	2.54	1345
S11	t_05	B	3	0	1.67	1497
S11	t_06	B	3	1	5	1807
S11	t_07	B	3	0	0.39	1575
S11	t_08	B	3	1	1.01	1175
S12	t_01	B	3	0	7.86	1325
S12	t_02	B	3	1	3.96	1649
S12	t_03	B	3	0	4.94	1628
S12	t_04	B	3	0	4.6	1405
S12	t_05	B	3	0	1.68	1198
S12	t_06	B	3	0	8.67	1345
S12	t_07	B	3	1	0.3	1548
S12	t_08	B	3	1	2.62	1304
S13	t_01	B	3	0	4.51	407
S13	t_02	B	3	1	5.43	290
S13	t_03	B	3	1	3.51	455
S13	t_04	B	3	1	0.22	371
S13	t_05	B	3	0	0.16	454
S13	t_06	B	3	0	3.59	525
S13	t_07	B	3	1	0.36	774
S13	t_08	B	3	0	7.41	945
S14	t_01	B	3	0	9.89	772
S14	t_02	B	3	0	5.21	409
S14	t_03	B	3	1	9.24	829
S14	t_04	B	3	0	8.28	583
S14	t_05	B	3	0	1.7	762
S14	t_06	B	3	0	3.45	764
S14	t_07	B	3	1	8.61	847
S14	t_08	B	3	1	7.08	472
S15	t_01	B	3	1	4.83	594
S15	t_02	B	3	0	9.72	472
S15	t_03	B	3	0	4.81	282
S15	t_04	B	3	0	9.04	391
S15	t_05	B	3	0	8.35	335
S15	t_06	B	3	1	7.24	317
S15	t_07	B	3	0	8.39	542
S15	t_08	B	3	1	5.05	409
S16	t_01	B	3	0	6.47	507
S16	t_02	B	3	0	0.74	928
S16	t_03	B	3	0	7.52	780
S16	t_04	B	3	1	5.31	862
S16	t_05	B	3	0	1.42	337
S16	t_06	B	3	0	0.46	945
S16	t_07	B	3	1	0.47	771
S16	t_08	B	3	0	9.02	504
S17	t_01	B	3	0	5.63	252
S17	t_02	B	3	0	5.25	738
S17	t_03	B	3	1	7.34	675
S17	t_04	B	3	0	3.21	558
S17	t_05	B	3	0	3.86	785
S17	t_06	B	3	0	0.74	470
S17	t_07	B	3	1	7.45	512
S17	t_08	B	3	1	5.63	472
S18	t_01	B	3	0	1.04	352
S18	t_02	B	3	1	7.59	351
S18	t_03	B	3	0	3.38	867
S18	t_04	B	3	0	5.29	510
S18	t_05	B	3	0	0.42	484
S18	t_06	B	3	0	9.34	316
S18	t_07	B	3	0	4.79	332
S18	t_08	B	3	0	8.48	777
S19	t_01	B	3	0	8.24	655
S19	t_02	B	3	0	5.85	554
S19	t_03	B	3	0	3.68	332
S19	t_04	B	3	0	3.13	798
S19	t_05	B	3	0	6.09	354
S19	t_06	B	3	0	4.6	738
S19	t_07	B	3	0	8.03	257
S19	t_08	B	3	0	8.04	389
S20	t_01	B	3	0	5.35	934
S20	t_02	B	3	0	9.22	1026
S20	t_03	B	3	0	9.03	709
S20	t_04	B	3	1	0.63	1278
S20	t_05	B	3	0	2.93	1271
S20	t_06	B	3	0	8.9	1094
S20	t_07	B	3	0	0.65	873
S20	t_08	B	3	0	6.38	751
S21	t_01	B	3	0	3.06	1120
S21	t_02	B	3	0	6.03	1111
S21	t_03	B	3	0	3.02	702
S21	t_04	B	3	0	4.72	977
S21	t_05	B	3	0	7.08	1092
S21	t_06	B	3	0	4.11	1087
S21	t_07	B	3	0	8.9	1068
S21	t_08	B	3	1	4.9	1119
S22	t_01	B	3	1	2.41	1286
S22	t_02	B	3	0	7.27	1000
S22	t_03	B	3	1	0.88	1303
S22	t_04	B	3	1	0.37	1288
S22	t_05	B	3	1	3	829
S22	t_06	B	3	0	8.48	1388
S22	t_07	B	3	0	3.09	1173
S22	t_08	B	3	1	0.76	709
S23	t_01	B	3	0	8.15	1008
S23	t_02	B	3	1	3.35	783
S23	t_03	B	3	0	8.25	1040
S23	t_04	B	3	0	9.05	1180
S23	t_05	B	3	0	7.74	1138
S23	t_06	B	3	0	2.01	1091
S23	t_07	B	3	1	7.46	1057
S23	t_08	B	3	0	3.82	896
S24	t_01	B	3	0	8.61	867
S24	t_02	B	3	1	7.83	948
S24	t_03	B	3	1	0.48	877
S24	t_04	B	3	1	6.06	1351
S24	t_05	B	3	1	9.91	1033
S24	t_06	B	3	0	5.96	905
S24	t_07	B	3	0	6.5	1334
S24	t_08	B	3	1	2.52	990
S1	t_01	B	4	0	8.25	1910
S1	t_02	B	4	0	6.71	1476
S1	t_03	B	4	0	5.36	1900
S1	t_04	B	4	0	7.22	1883
S1	t_05	B	4	0	0.51	1484
S1	t_06	B	4	0	0.88	1463
S1	t_07	B	4	0	8.18	2004
S1	t_08	B	4	0	7.77	1433
S2	t_01	B	4	1	5.7	1430
S2	t_02	B	4	1	6.46	1865
S2	t_03	B	4	0	2.27	2244
S2	t_04	B	4	0	2.51	1815
S2	t_05	B	4	0	0.66	1905
S2	t_06	B	4	0	6.7	1717
S2	t_07	B	4	0	5.26	1879
S2	t_08	B	4	0	4.43	1943
S3	t_01	B	4	0	8.41	1148
S3	t_02	B	4	0	2.92	881
S3	t_03	B	4	1	4.78	829
S3	t_04	B	4	0	1.93	1372
S3	t_05	B	4	0	3.43	1439
S3	t_06	B	4	0	3.08	1525
S3	t_07	B	4	0	1	914
S3	t_08	B	4	0	1.64	715
S4	t_01	B	4	0	1.32	1473
S4	t_02	B	4	0	7.51	1255
S4	t_03	B	4	0	9.53	1093
S4	t_04	B	4	0	7.41	1194
S4	t_05	B	4	0	2.09	916
S4	t_06	B	4	0	6.97	830
S4	t_07	B	4	0	8.99	924
S4	t_08	B	4	1	9.77	1066
S5	t_01	B	4	1	2.43	1405
S5	t_02	B	4	0	0.86	1378
S5	t_03	B	4	0	1.92	1468
S5	t_04	B	4	0	8.36	1051
S5	t_05	B	4	0	1.48	1714
S5	t_06	B	4	0	1.06	1457
S5	t_07	B	4	0	1.63	1051
S5	t_08	B	4	0	3.24	1450
S6	t_01	B	4	0	7.4	1399
S6	t_02	B	4	0	7.74	1171
S6	t_03	B	4	1	0.44	1751
S6	t_04	B	4	1	6.32	1606
S6	t_05	B	4	0	5.77	1035
S6	t_06	B	4	1	7.68	1894
S6	t_07	B	4	0	1.41	1626
S6	t_08	B	4	0	9.4	2199
S7	t_01	B	4	1	9.45	2042
S7	t_02	B	4	0	4	2119
S7	t_03	B	4	1	4.7	2083
S7	t_04	B	4	0	6.49	2001
S7	t_05	B	4	0	8.56	1840
S7	t_06	B	4	0	6.22	2311
S7	t_07	B	4	0	7.57	1651
S7	t_08	B	4	0	0.57	2251
S8	t_01	B	4	0	4.77	2184
S8	t_02	B	4	1	5.59	2325
S8	t_03	B	4	0	5.78	1462
S8	t_04	B	4	0	5.36	1981
S8	t_05	B	4	0	0.67	2278
S8	t_06	B	4	0	7.63	2222
S8	t_07	B	4	0	5.58	1493
S8	t_08	B	4	0	8.62	1606
S9	t_01	B	4	0	1.28	2198
S9	t_02	B	4	1	5.19	1785
S9	t_03	B	4	0	9.65	1486
S9	t_04	B	4	0	4.58	2057
S9	t_05	B	4	0	0.22	2058
S9	t_06	B	4	0	0.88	1731
S9	t_07	B	4	0	1.39	2039
S9	t_08	B	4	1	3.65	1833
S10	t_01	B	4	0	4.47	1987
S10	t_02	B	4	1	8.02	1789
S10	t_03	B	4	1	7.7	2055
S10	t_04	B	4	1	7.17	2298
S10	t_05	B	4	0	5.37	2109
S10	t_06	B	4	0	6.69	1768
S10	t_07	B	4	0	5.82	1779
S10	t_08	B	4	0	4.63	1531
S11	t_01	B	4	0	6.92	2035
S11	t_02	B	4	0	8.01	1753
S11	t_03	B	4	0	1.41	1989
S11	t_04	B	4	0	8.18	1793
S11	t_05	B	4	1	1.14	1587
S11	t_06	B	4	0	1.17	2226
S11	t_07	B	4	0	6.29	2085
S11	t_08	B	4	0	3.67	1684
S12	t_01	B	4	1	4.19	1477
S12	t_02	B	4	0	0.97	1905
S12	t_03	B	4	1	1.18	1607
S12	t_04	B	4	1	0.59	1984
S12	t_05	B	4	0	7.33	1922
S12	t_06	B	4	0	1.75	2124
S12	t_07	B	4	0	7.6	1679
S12	t_08	B	4	0	3.94	1591
S13	t_01	B	4	0	9.2	590
S13	t_02	B	4	0	9.29	777
S13	t_03	B	4	1	3.11	1350
S13	t_04	B	4	0	9.14	607
S13	t_05	B	4	0	4.22	1421
S13	t_06	B	4	0	6.78	1121
S13	t_07	B	4	0	8.35	1187
S13	t_08	B	4	0	0.45	1332
S14	t_01	B	4	0	2.45	1255
S14	t_02	B	4	0	3.93	838
S14	t_03	B	4	1	2.81	1092
S14	t_04	B	4	0	8.45	851
S14	t_05	B	4	0	2.96	723
S14	t_06	B	4	0	5.04	941
S14	t_07	B	4	0	9.9	692
S14	t_08	B	4	0	5.45	877
S15	t_01	B	4	0	2.66	1044
S15	t_02	B	4	0	6.57	824
S15	t_03	B	4	0	6.09	673
S15	t_04	B	4	0	9.59	1257
S15	t_05	B	4	0	7.8	1000
S15	t_06	B	4	0	7.12	1197
S15	t_07	B	4	0	8.07	1440
S15	t_08	B	4	0	5.29	1411
S16	t_01	B	4	0	3.37	619
S16	t_02	B	4	0	5.98	892
S16	t_03	B	4	1	8.74	1123
S16	t_04	B	4	0	1.74	1018
S16	t_05	B	4	0	2.59	1370
S16	t_06	B	4	1	5.53	1188
S16	t_07	B	4	1	0.6	1182
S16	t_08	B	4	0	7.11	661
S17	t_01	B	4	0	7.8	764
S17	t_02	B	4	1	7.01	657
S17	t_03	B	4	0	4.53	905
S17	t_04	B	4	0	8.88	1177
S17	t_05	B	4	0	2.35	1044
S17	t_06	B	4	1	0.46	1188
S17	t_07	B	4	0	5.01	1214
S17	t_08	B	4	0	5.07	689
S18	t_01	B	4	0	0.29	801
S18	t_02	B	4	0	7.59	657
S18	t_03	B	4	0	7.01	1096
S18	t_04	B	4	0	4.58	575
S18	t_05	B	4	0	8.52	1039
S18	t_06	B	4	0	5.26	1149
S18	t_07	B	4	0	6.86	1137
S18	t_08	B	4	0	2.79	597
S19	t_01	B	4	0	5.22	1233
S19	t_02	B	4	0	7.69	978
S19	t_03	B	4	0	0.7	1328
S19	t_04	B	4	0	9.91	912
S19	t_05	B	4	0	2.71	990
S19	t_06	B	4	0	1.5	1085
S19	t_07	B	4	1	5.03	908
S19	t_08	B	4	0	2.05	1308
S20	t_01	B	4	0	6.54	1088
S20	t_02	B	4	0	9.3	1899
S20	t_03	B	4	0	9.37	1170
S20	t_04	B	4	0	7.94	1375
S20	t_05	B	4	0	9.74	1426
S20	t_06	B	4	0	0.57	1743
S20	t_07	B	4	0	2.82	1526
S20	t_08	B	4	0	2.88	1691
S21	t_01	B	4	0	0.32	1542
S21	t_02	B	4	0	7.15	1484
S21	t_03	B	4	0	1.4	1718
S21	t_04	B	4	0	5.63	1401
S21	t_05	B	4	0	7.42	1274
S21	t_06	B	4	0	0.09	1702
S21	t_07	B	4	0	9.56	1343
S21	t_08	B	4	0	5.44	1668
S22	t_01	B	4	0	1.38	1768
S22	t_02	B	4	0	1.99	1843
S22	t_03	B	4	1	8.08	1182
S22	t_04	B	4	0	1.88	1656
S22	t_05	B	4	0	5.03	1186
S22	t_06	B	4	0	2.63	1747
S22	t_07	B	4	0	3.35	1213
S22	t_08	B	4	1	0.79	1806
S23	t_01	B	4	0	0.43	1221
S23	t_02	B	4	0	2.55	1887
S23	t_03	B	4	0	9.36	1507
S23	t_04	B	4	0	7.99	1508
S23	t_05	B	4	0	9.44	1692
S23	t_06	B	4	0	4.61	1802
S23	t_07	B	4	0	2.11	1411
S23	t_08	B	4	0	8.4	1660
S24	t_01	B	4	0	8.66	1504
S24	t_02	B	4	0	7.62	1499
S24	t_03	B	4	0	5.43	1472
S24	t_04	B	4	0	9.97	1348
S24	t_05	B	4	0	2.05	1048
S24	t_06	B	4	0	1.8	1804
S24	t_07	B	4	0	7.27	1116
S24	t_08	B	4	1	0.07	1328
